id,tgl_pencatatan,jenis_mitra_pengirim,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
8773,2048-07-24,47,32,27,17,13,32,46,22,10,1
8774,2048-07-25,42,13,16,35,38,26,40,41,2,1
8775,2048-07-26,48,9,2,18,16,6,43,27,44,1
8776,2048-07-27,44,46,16,20,30,1,7,7,4,1
8777,2048-07-28,19,49,1,6,3,46,5,22,33,1
8778,2048-07-29,4,40,13,18,31,39,5,35,35,1
8779,2048-07-30,11,32,34,4,40,30,26,10,48,1
8780,2048-07-31,20,7,2,34,11,49,44,22,11,1
8781,2048-08-01,32,48,15,4,29,38,7,2,13,1
8782,2048-08-02,31,22,3,24,31,31,28,32,13,1
8783,2048-08-03,26,50,19,44,23,49,4,39,5,1
8784,2048-08-04,20,43,33,2,43,1,18,50,12,1
8785,2048-08-05,34,2,25,23,37,16,49,5,10,1
8786,2048-08-06,11,34,43,48,43,13,22,47,50,1
8787,2048-08-07,6,13,50,7,48,24,50,36,30,1
8788,2048-08-08,38,12,42,21,6,49,42,1,32,1
8789,2048-08-09,8,44,22,1,6,45,27,50,49,1
8790,2048-08-10,16,50,44,39,49,20,16,50,35,1
8791,2048-08-11,21,13,24,1,31,19,31,48,41,1
8792,2048-08-12,27,16,35,12,16,37,36,13,39,1
8793,2048-08-13,18,35,44,3,7,12,4,14,4,1
8794,2048-08-14,15,15,41,41,36,38,7,43,7,1
8795,2048-08-15,24,47,2,49,38,48,37,13,5,1
8796,2048-08-16,42,6,38,32,9,8,19,38,41,1
8797,2048-08-17,47,24,3,13,29,40,13,12,25,1
8798,2048-08-18,6,20,16,10,48,50,29,36,45,1
8799,2048-08-19,35,6,14,23,22,4,49,15,2,1
8800,2048-08-20,22,33,50,45,14,21,4,40,43,1
8801,2048-08-21,1,49,48,3,39,43,30,36,29,1
8802,2048-08-22,40,26,38,34,12,45,38,8,28,1
8803,2048-08-23,1,1,8,27,7,28,42,39,9,1
8804,2048-08-24,36,7,8,17,36,9,45,39,17,1
8805,2048-08-25,44,4,8,2,3,13,31,2,49,1
8806,2048-08-26,12,2,41,9,47,16,18,13,40,1
8807,2048-08-27,6,5,49,15,14,48,32,45,36,1
8808,2048-08-28,33,48,47,2,46,5,16,14,19,1
8809,2048-08-29,47,40,44,10,38,48,5,48,41,1
8810,2048-08-30,23,3,49,47,34,2,29,24,24,1
8811,2048-08-31,23,9,12,33,5,39,18,1,43,1
8812,2048-09-01,8,12,22,42,17,34,13,7,33,1
8813,2048-09-02,39,35,2,35,30,6,18,44,10,1
8814,2048-09-03,10,46,32,23,36,5,36,14,46,1
8815,2048-09-04,36,6,18,29,13,38,16,4,47,1
8816,2048-09-05,34,39,25,13,38,28,14,37,24,1
8817,2048-09-06,14,39,36,43,15,20,45,2,8,1
8818,2048-09-07,24,10,42,33,22,21,48,35,26,1
8819,2048-09-08,15,27,1,35,19,46,28,42,28,1
8820,2048-09-09,50,44,35,43,50,48,49,25,3,1
8821,2048-09-10,3,8,35,12,27,43,48,13,47,1
8822,2048-09-11,13,22,2,6,49,17,14,28,9,1
8823,2048-09-12,45,6,23,8,19,25,24,44,31,1
8824,2048-09-13,17,38,20,37,2,23,24,38,1,1
8825,2048-09-14,46,11,35,4,5,5,5,4,23,1
8826,2048-09-15,32,16,3,10,21,10,2,29,50,1
8827,2048-09-16,46,18,47,8,45,6,34,14,43,1
8828,2048-09-17,38,20,34,50,37,14,11,10,24,1
8829,2048-09-18,49,1,21,35,16,13,17,7,47,1
8830,2048-09-19,7,48,45,4,16,37,33,21,44,1
8831,2048-09-20,36,21,18,17,20,37,35,49,45,1
8832,2048-09-21,7,40,1,39,16,27,14,2,36,1
8833,2048-09-22,37,27,36,26,6,20,25,15,4,1
8834,2048-09-23,7,5,40,43,4,37,22,27,37,1
8835,2048-09-24,25,47,43,46,18,27,35,19,24,1
8836,2048-09-25,39,30,7,39,12,42,31,20,42,1
8837,2048-09-26,43,2,18,15,9,13,2,2,49,1
8838,2048-09-27,8,2,48,1,21,42,1,21,49,1
8839,2048-09-28,23,5,10,50,46,25,28,47,22,1
8840,2048-09-29,18,38,28,4,13,21,15,26,50,1
8841,2048-09-30,49,47,20,36,34,17,30,15,14,1
8842,2048-10-01,33,47,48,28,18,11,25,14,48,1
8843,2048-10-02,32,16,17,37,49,10,12,7,48,1
8844,2048-10-03,46,6,18,33,1,5,17,25,33,1
8845,2048-10-04,9,16,18,32,29,11,31,46,17,1
8846,2048-10-05,19,25,39,14,41,33,49,17,35,1
8847,2048-10-06,13,25,24,3,44,2,2,43,19,1
8848,2048-10-07,46,11,50,35,17,12,36,48,43,1
8849,2048-10-08,36,15,3,36,4,39,12,37,45,1
8850,2048-10-09,34,19,38,28,5,22,16,49,29,1
8851,2048-10-10,3,44,37,38,16,2,50,22,19,1
8852,2048-10-11,46,4,18,12,36,2,6,20,41,1
8853,2048-10-12,23,19,45,48,24,50,39,50,31,1
8854,2048-10-13,47,21,38,28,40,33,43,6,44,1
8855,2048-10-14,4,13,12,36,46,12,11,19,38,1
8856,2048-10-15,18,43,27,37,24,49,13,49,38,1
8857,2048-10-16,25,41,11,11,7,37,38,3,48,1
8858,2048-10-17,35,49,15,6,19,6,14,47,23,1
8859,2048-10-18,46,29,17,11,16,3,7,43,36,1
8860,2048-10-19,45,21,40,13,17,25,20,47,31,1
8861,2048-10-20,11,16,16,21,38,32,32,23,33,1
8862,2048-10-21,29,41,32,18,18,14,44,42,15,1
8863,2048-10-22,18,26,36,11,28,21,36,46,35,1
8864,2048-10-23,44,44,29,48,14,48,31,15,3,1
8865,2048-10-24,31,25,38,10,50,19,7,47,9,1
8866,2048-10-25,3,34,32,43,20,35,28,6,2,1
8867,2048-10-26,49,44,40,43,19,11,38,49,7,1
8868,2048-10-27,22,47,13,48,45,26,26,8,37,1
8869,2048-10-28,25,8,26,24,15,8,20,43,9,1
8870,2048-10-29,44,17,23,17,22,1,10,46,14,1
8871,2048-10-30,43,30,43,37,22,5,5,42,44,1
8872,2048-10-31,34,22,33,12,41,3,18,20,46,1
8873,2048-11-01,17,7,38,14,42,48,35,41,25,1
8874,2048-11-02,24,24,3,43,21,2,20,18,14,1
8875,2048-11-03,47,8,8,21,11,22,20,34,38,1
8876,2048-11-04,9,23,5,40,11,12,34,3,25,1
8877,2048-11-05,23,45,45,23,20,22,23,1,16,1
8878,2048-11-06,32,38,48,44,37,15,34,44,30,1
8879,2048-11-07,5,15,45,48,2,26,12,45,5,1
8880,2048-11-08,50,5,13,9,27,13,8,37,15,1
8881,2048-11-09,15,5,7,22,3,30,7,14,43,1
8882,2048-11-10,14,41,4,3,46,41,28,4,35,1
8883,2048-11-11,37,49,31,8,47,43,40,42,42,1
8884,2048-11-12,37,11,11,50,15,32,21,2,11,1
8885,2048-11-13,35,3,8,27,6,38,40,18,18,1
8886,2048-11-14,26,4,21,22,33,20,34,25,36,1
8887,2048-11-15,24,27,15,32,22,45,12,7,20,1
8888,2048-11-16,37,48,26,23,8,25,34,40,45,1
8889,2048-11-17,27,26,12,29,50,45,16,42,43,1
8890,2048-11-18,7,17,6,30,42,24,27,30,12,1
8891,2048-11-19,37,47,5,9,29,13,1,19,21,1
8892,2048-11-20,8,13,42,43,25,7,13,40,23,1
8893,2048-11-21,13,1,34,25,13,48,11,46,28,1
8894,2048-11-22,32,45,20,3,9,28,42,23,4,1
8895,2048-11-23,13,34,44,3,14,7,43,9,4,1
8896,2048-11-24,47,12,9,27,21,2,12,50,30,1
8897,2048-11-25,16,13,9,22,13,45,43,37,42,1
8898,2048-11-26,11,44,34,2,18,30,25,27,8,1
8899,2048-11-27,26,22,23,37,37,31,21,39,29,1
8900,2048-11-28,32,2,29,16,50,2,10,20,46,1
8901,2048-11-29,43,3,48,16,27,35,29,45,7,1
8902,2048-11-30,50,36,28,13,28,13,22,38,17,1
8903,2048-12-01,18,49,26,1,22,11,10,32,4,1
8904,2048-12-02,8,14,11,45,4,47,49,38,8,1
8905,2048-12-03,24,16,43,8,25,38,50,46,6,1
8906,2048-12-04,35,33,46,11,16,14,33,38,1,1
8907,2048-12-05,11,2,11,28,46,38,3,12,37,1
8908,2048-12-06,17,26,2,25,24,30,5,33,47,1
8909,2048-12-07,13,20,26,17,43,41,49,7,5,1
8910,2048-12-08,25,21,23,26,28,22,36,9,48,1
8911,2048-12-09,38,3,30,38,43,19,20,21,26,1
8912,2048-12-10,3,40,13,24,5,11,31,17,31,1
8913,2048-12-11,35,15,5,22,7,39,5,30,33,1
8914,2048-12-12,37,12,35,14,20,15,49,41,1,1
8915,2048-12-13,22,11,48,12,39,5,44,34,21,1
8916,2048-12-14,48,38,42,24,36,23,32,13,39,1
8917,2048-12-15,47,6,23,1,4,39,23,10,14,1
8918,2048-12-16,3,21,23,5,7,32,27,42,7,1
8919,2048-12-17,42,43,11,26,38,13,43,21,29,1
8920,2048-12-18,44,30,7,32,28,32,47,3,28,1
8921,2048-12-19,17,11,16,32,35,16,39,21,27,1
8922,2048-12-20,7,40,45,4,3,31,11,30,3,1
8923,2048-12-21,3,23,13,34,32,4,36,46,2,1
8924,2048-12-22,11,26,16,38,47,44,37,20,4,1
8925,2048-12-23,41,24,31,37,6,49,18,22,3,1
8926,2048-12-24,19,44,31,3,7,41,10,19,46,1
8927,2048-12-25,37,19,17,43,20,40,33,12,46,1
8928,2048-12-26,26,16,39,43,19,12,16,37,29,1
8929,2048-12-27,1,41,32,38,19,23,39,44,19,1
8930,2048-12-28,2,4,32,44,48,37,20,2,35,1
8931,2048-12-29,50,32,27,48,28,25,10,6,30,1
8932,2048-12-30,10,25,11,11,46,40,9,35,40,1
8933,2048-12-31,45,1,9,31,33,8,38,13,2,1
8934,2049-01-01,10,44,6,46,50,42,11,6,17,1
8935,2049-01-02,1,20,18,32,49,27,37,21,4,1
8936,2049-01-03,3,25,36,2,12,24,14,24,11,1
8937,2049-01-04,46,23,27,41,15,18,12,34,14,1
8938,2049-01-05,50,13,12,36,32,16,29,47,5,1
8939,2049-01-06,12,2,8,45,40,6,3,41,4,1
8940,2049-01-07,44,5,19,22,35,33,15,29,45,1
8941,2049-01-08,6,28,19,47,40,22,41,6,28,1
8942,2049-01-09,18,36,9,33,16,10,8,47,35,1
8943,2049-01-10,17,6,13,12,37,4,6,45,32,1
8944,2049-01-11,5,48,4,49,18,2,32,5,20,1
8945,2049-01-12,13,33,24,27,28,13,15,26,19,1
8946,2049-01-13,4,14,19,34,15,25,5,2,3,1
8947,2049-01-14,11,46,35,39,47,4,10,4,10,1
8948,2049-01-15,39,9,22,7,21,47,11,9,42,1
8949,2049-01-16,9,11,30,9,50,8,14,14,10,1
8950,2049-01-17,21,50,43,3,25,13,8,29,25,1
8951,2049-01-18,13,5,8,19,42,50,13,41,18,1
8952,2049-01-19,24,43,24,8,20,49,2,20,50,1
8953,2049-01-20,27,16,27,38,50,10,23,38,5,1
8954,2049-01-21,34,37,21,15,25,42,17,29,43,1
8955,2049-01-22,47,37,42,10,27,30,48,19,11,1
8956,2049-01-23,7,30,9,10,23,14,47,1,34,1
8957,2049-01-24,32,34,21,36,25,43,44,14,10,1
8958,2049-01-25,35,22,32,39,13,39,46,10,23,1
8959,2049-01-26,29,15,22,24,13,12,40,43,29,1
8960,2049-01-27,46,46,46,31,33,1,21,10,34,1
8961,2049-01-28,11,10,36,21,31,46,14,20,2,1
8962,2049-01-29,46,42,6,7,44,43,22,9,32,1
8963,2049-01-30,32,13,32,35,36,38,8,16,34,1
8964,2049-01-31,19,46,6,8,17,35,15,47,21,1
8965,2049-02-01,24,47,32,28,2,11,35,24,33,1
8966,2049-02-02,48,15,35,33,11,20,42,18,11,1
8967,2049-02-03,46,26,29,4,8,11,43,45,4,1
8968,2049-02-04,27,5,42,39,13,16,3,40,23,1
8969,2049-02-05,6,25,11,47,28,45,47,45,49,1
8970,2049-02-06,50,35,48,48,29,3,50,1,17,1
8971,2049-02-07,48,5,12,46,46,4,47,39,27,1
8972,2049-02-08,44,16,22,1,15,10,30,44,46,1
8973,2049-02-09,17,40,41,33,38,49,19,4,38,1
8974,2049-02-10,35,31,19,18,45,6,2,12,18,1
8975,2049-02-11,43,26,21,15,8,16,25,43,35,1
8976,2049-02-12,5,37,46,40,9,38,47,50,21,1
8977,2049-02-13,32,21,34,31,45,3,24,14,6,1
8978,2049-02-14,45,36,36,41,48,45,24,46,8,1
8979,2049-02-15,44,34,32,27,41,23,4,8,13,1
8980,2049-02-16,9,22,50,11,32,39,2,15,27,1
8981,2049-02-17,13,29,2,21,41,29,38,38,7,1
8982,2049-02-18,37,35,4,45,24,27,16,44,14,1
8983,2049-02-19,49,14,29,37,40,10,5,7,45,1
8984,2049-02-20,18,12,6,49,34,39,20,5,47,1
8985,2049-02-21,23,15,12,37,7,7,23,6,32,1
8986,2049-02-22,44,41,17,29,4,41,38,24,49,1
8987,2049-02-23,46,9,22,43,43,12,30,6,2,1
8988,2049-02-24,50,30,21,7,26,8,22,15,27,1
8989,2049-02-25,21,8,17,12,5,3,35,18,47,1
8990,2049-02-26,10,7,37,20,41,7,46,26,3,1
8991,2049-02-27,14,18,20,35,49,10,5,17,3,1
8992,2049-02-28,29,38,26,6,50,35,4,50,27,1
8993,2049-03-01,21,30,24,18,23,39,50,29,34,1
8994,2049-03-02,37,37,49,26,42,13,27,15,49,1
8995,2049-03-03,20,1,15,3,33,43,27,13,19,1
8996,2049-03-04,25,11,6,38,1,42,32,39,48,1
8997,2049-03-05,33,37,33,18,44,50,10,32,35,1
8998,2049-03-06,49,31,22,6,31,19,42,34,17,1
8999,2049-03-07,20,41,46,47,38,13,3,13,30,1
9000,2049-03-08,25,13,37,40,3,30,48,49,2,1
9001,2049-03-09,45,17,27,24,48,49,3,13,26,1
9002,2049-03-10,17,3,31,25,28,17,48,8,9,1
9003,2049-03-11,18,15,2,32,43,15,36,27,16,1
9004,2049-03-12,1,7,43,16,40,47,17,48,3,1
9005,2049-03-13,24,16,3,24,13,31,21,50,15,1
9006,2049-03-14,3,41,24,32,30,22,11,29,25,1
9007,2049-03-15,22,41,19,4,47,45,2,38,5,1
9008,2049-03-16,20,45,44,42,20,15,17,46,40,1
9009,2049-03-17,2,25,30,44,27,48,9,20,45,1
9010,2049-03-18,30,2,37,12,16,6,16,50,44,1
9011,2049-03-19,37,10,4,50,24,29,25,48,17,1
9012,2049-03-20,38,40,27,42,43,31,14,16,44,1
9013,2049-03-21,49,3,36,30,4,22,48,16,11,1
9014,2049-03-22,4,10,41,37,16,2,40,5,30,1
9015,2049-03-23,23,3,11,43,28,25,8,2,16,1
9016,2049-03-24,11,38,43,14,23,46,48,12,37,1
9017,2049-03-25,9,46,45,26,23,7,43,49,20,1
9018,2049-03-26,19,2,30,7,41,15,29,32,22,1
9019,2049-03-27,35,12,32,14,5,28,26,37,17,1
9020,2049-03-28,30,34,16,50,7,13,44,4,47,1
9021,2049-03-29,11,22,16,1,22,45,41,11,49,1
9022,2049-03-30,35,1,43,40,19,47,24,17,34,1
9023,2049-03-31,14,40,9,3,32,12,39,50,15,1
9024,2049-04-01,30,25,45,42,34,26,25,3,17,1
9025,2049-04-02,24,28,27,7,43,12,25,11,45,1
9026,2049-04-03,42,27,7,4,11,23,28,31,24,1
9027,2049-04-04,16,42,13,39,31,39,24,7,15,1
9028,2049-04-05,14,47,32,44,20,39,20,11,11,1
9029,2049-04-06,20,47,50,23,14,49,19,32,41,1
9030,2049-04-07,19,10,25,28,4,22,17,3,9,1
9031,2049-04-08,17,24,15,17,9,4,11,2,15,1
9032,2049-04-09,1,26,33,6,17,18,4,27,29,1
9033,2049-04-10,45,5,44,39,20,28,21,15,24,1
9034,2049-04-11,29,40,43,47,35,15,34,44,18,1
9035,2049-04-12,41,44,37,2,13,34,19,21,32,1
9036,2049-04-13,31,4,8,13,32,40,41,11,33,1
9037,2049-04-14,15,3,5,41,42,35,3,44,42,1
9038,2049-04-15,30,6,29,37,16,16,46,7,44,1
9039,2049-04-16,3,13,14,1,12,9,13,43,48,1
9040,2049-04-17,17,4,50,41,9,6,45,5,42,1
9041,2049-04-18,27,4,47,15,48,36,12,11,40,1
9042,2049-04-19,4,1,33,27,8,2,47,38,34,1
9043,2049-04-20,20,30,28,6,30,17,25,31,37,1
9044,2049-04-21,1,26,30,49,48,38,38,38,20,1
9045,2049-04-22,21,21,20,36,29,48,22,34,40,1
9046,2049-04-23,3,48,29,37,19,27,8,44,41,1
9047,2049-04-24,25,11,14,22,4,29,21,25,22,1
9048,2049-04-25,45,12,40,19,41,10,14,36,3,1
9049,2049-04-26,44,44,7,11,46,37,26,9,43,1
9050,2049-04-27,7,22,11,22,43,8,43,35,35,1
9051,2049-04-28,37,19,7,41,49,28,4,27,45,1
9052,2049-04-29,49,47,47,41,18,30,19,16,40,1
9053,2049-04-30,9,14,4,23,11,3,49,50,7,1
9054,2049-05-01,11,38,44,24,14,9,38,38,14,1
9055,2049-05-02,45,28,11,43,14,37,9,1,42,1
9056,2049-05-03,18,41,13,37,5,43,32,45,20,1
9057,2049-05-04,25,48,30,5,44,46,33,26,16,1
9058,2049-05-05,1,15,47,16,4,18,35,19,48,1
9059,2049-05-06,2,45,43,2,2,19,28,2,6,1
9060,2049-05-07,6,31,40,4,15,46,15,9,17,1
9061,2049-05-08,21,25,24,20,18,43,5,5,41,1
9062,2049-05-09,49,29,4,28,8,2,29,19,50,1
9063,2049-05-10,23,14,23,30,14,48,21,39,9,1
9064,2049-05-11,40,14,31,13,37,44,29,50,11,1
9065,2049-05-12,3,35,41,40,50,2,29,8,23,1
9066,2049-05-13,12,19,26,32,33,36,23,15,13,1
9067,2049-05-14,32,42,36,36,3,28,2,30,12,1
9068,2049-05-15,39,36,36,8,31,24,18,50,16,1
9069,2049-05-16,49,39,7,50,3,7,35,21,21,1
9070,2049-05-17,47,19,47,27,48,28,13,2,36,1
9071,2049-05-18,43,33,24,31,17,36,19,27,30,1
9072,2049-05-19,37,22,42,19,29,14,46,50,37,1
9073,2049-05-20,15,42,42,41,48,50,41,44,8,1
9074,2049-05-21,38,19,22,9,36,45,10,48,24,1
9075,2049-05-22,2,35,27,3,13,5,3,3,48,1
9076,2049-05-23,17,19,21,42,35,8,33,14,44,1
9077,2049-05-24,4,35,23,16,11,5,37,47,48,1
9078,2049-05-25,15,35,15,16,33,34,13,35,23,1
9079,2049-05-26,12,32,39,41,40,34,3,41,31,1
9080,2049-05-27,3,9,19,47,8,36,29,18,39,1
9081,2049-05-28,45,33,2,48,8,16,9,44,26,1
9082,2049-05-29,49,44,34,14,42,4,45,21,43,1
9083,2049-05-30,29,33,50,6,19,5,30,24,32,1
9084,2049-05-31,43,1,35,4,31,3,15,49,35,1
9085,2049-06-01,40,11,24,45,6,2,34,7,32,1
9086,2049-06-02,42,32,29,2,6,2,37,14,42,1
9087,2049-06-03,40,31,21,2,26,9,46,21,17,1
9088,2049-06-04,34,38,15,33,19,12,39,20,6,1
9089,2049-06-05,6,12,40,5,43,22,38,41,31,1
9090,2049-06-06,41,2,1,31,15,36,41,30,32,1
9091,2049-06-07,27,28,39,34,17,13,44,3,44,1
9092,2049-06-08,49,30,25,18,17,9,28,1,42,1
9093,2049-06-09,11,38,36,19,30,14,35,30,24,1
9094,2049-06-10,23,23,25,17,17,50,6,29,3,1
9095,2049-06-11,42,10,49,22,45,8,11,31,44,1
9096,2049-06-12,39,16,16,42,32,22,16,13,17,1
9097,2049-06-13,44,36,11,39,14,37,50,28,41,1
9098,2049-06-14,28,44,7,28,49,41,39,39,24,1
9099,2049-06-15,27,12,34,35,7,38,23,22,2,1
9100,2049-06-16,4,31,5,18,13,31,30,45,31,1
9101,2049-06-17,2,39,8,34,14,24,16,2,10,1
9102,2049-06-18,46,49,37,38,9,32,47,47,42,1
9103,2049-06-19,40,14,44,29,34,9,21,7,25,1
9104,2049-06-20,36,31,23,32,31,42,20,41,50,1
9105,2049-06-21,48,15,7,6,32,49,30,9,25,1
9106,2049-06-22,39,3,8,49,24,9,21,27,1,1
9107,2049-06-23,46,46,49,43,41,21,17,1,15,1
9108,2049-06-24,20,32,21,25,17,24,46,29,16,1
9109,2049-06-25,34,37,46,34,34,5,12,24,6,1
9110,2049-06-26,30,24,41,49,16,22,29,45,5,1
9111,2049-06-27,31,15,21,33,13,48,10,24,15,1
9112,2049-06-28,1,19,2,36,22,34,33,41,44,1
9113,2049-06-29,43,24,24,48,4,22,16,10,20,1
9114,2049-06-30,32,17,39,48,32,24,27,38,28,1
9115,2049-07-01,14,40,22,9,40,7,15,28,33,1
9116,2049-07-02,8,39,19,22,30,5,3,43,17,1
9117,2049-07-03,30,31,21,31,27,34,15,50,50,1
9118,2049-07-04,35,50,28,25,39,34,44,32,22,1
9119,2049-07-05,40,17,39,46,45,41,22,4,50,1
9120,2049-07-06,41,1,10,24,17,4,6,35,37,1
9121,2049-07-07,38,28,10,10,25,21,25,34,45,1
9122,2049-07-08,45,37,49,11,15,25,46,43,24,1
9123,2049-07-09,7,36,29,22,7,22,21,11,14,1
9124,2049-07-10,24,50,11,2,23,20,29,1,33,1
9125,2049-07-11,38,6,31,22,39,5,38,24,20,1
9126,2049-07-12,40,38,18,5,28,28,46,16,44,1
9127,2049-07-13,22,50,4,32,28,45,16,44,35,1
9128,2049-07-14,15,18,28,22,9,25,2,35,47,1
9129,2049-07-15,43,29,8,13,20,2,34,38,21,1
9130,2049-07-16,31,22,9,17,31,21,41,14,26,1
9131,2049-07-17,6,19,16,33,28,11,33,33,3,1
9132,2049-07-18,46,27,14,10,36,7,12,35,27,1
9133,2049-07-19,42,22,26,2,48,45,50,7,13,1
9134,2049-07-20,21,39,15,11,40,12,9,15,7,1
9135,2049-07-21,43,17,47,33,14,5,29,1,30,1
9136,2049-07-22,9,36,8,8,25,7,30,13,25,1
9137,2049-07-23,21,17,2,17,43,8,9,22,15,1
9138,2049-07-24,12,12,23,24,41,45,25,34,44,1
9139,2049-07-25,26,40,15,37,25,33,43,20,35,1
9140,2049-07-26,18,11,44,49,48,6,27,40,7,1
9141,2049-07-27,16,28,21,49,33,3,25,7,14,1
9142,2049-07-28,18,9,24,42,27,39,46,36,8,1
9143,2049-07-29,15,47,44,37,12,17,47,30,13,1
9144,2049-07-30,2,34,37,31,47,31,23,11,21,1
9145,2049-07-31,15,19,41,47,50,18,31,3,35,1
9146,2049-08-01,10,18,15,34,20,8,49,30,35,1
9147,2049-08-02,38,39,39,27,43,18,37,26,38,1
9148,2049-08-03,9,10,18,33,43,45,15,15,49,1
9149,2049-08-04,17,9,22,7,13,23,38,4,34,1
9150,2049-08-05,37,38,48,9,9,42,41,2,44,1
9151,2049-08-06,19,5,49,31,28,41,30,17,43,1
9152,2049-08-07,9,16,5,24,48,16,46,23,25,1
9153,2049-08-08,2,29,8,22,45,39,39,12,37,1
9154,2049-08-09,13,6,32,40,34,50,43,2,37,1
9155,2049-08-10,13,19,10,33,20,34,34,32,38,1
9156,2049-08-11,7,44,33,31,47,24,8,27,15,1
9157,2049-08-12,29,39,40,16,11,10,9,18,20,1
9158,2049-08-13,36,38,50,30,37,25,13,4,31,1
9159,2049-08-14,31,3,40,28,1,43,4,44,42,1
9160,2049-08-15,24,9,15,2,40,38,12,19,25,1
9161,2049-08-16,12,30,6,23,25,11,34,34,30,1
9162,2049-08-17,34,21,23,13,49,4,29,30,40,1
9163,2049-08-18,32,8,26,3,4,40,16,28,33,1
9164,2049-08-19,15,7,47,8,49,50,32,44,43,1
9165,2049-08-20,2,16,23,47,16,24,33,12,3,1
9166,2049-08-21,26,23,9,38,35,11,43,33,7,1
9167,2049-08-22,30,26,41,6,32,5,38,21,23,1
9168,2049-08-23,38,40,28,40,50,25,15,25,20,1
9169,2049-08-24,34,39,14,20,6,4,3,40,7,1
9170,2049-08-25,42,17,32,26,7,35,31,36,39,1
9171,2049-08-26,4,35,34,30,23,27,18,9,41,1
9172,2049-08-27,26,42,26,18,46,30,25,25,45,1
9173,2049-08-28,7,22,6,30,34,42,12,6,42,1
9174,2049-08-29,34,18,48,12,29,9,21,49,30,1
9175,2049-08-30,3,45,27,49,1,22,44,39,6,1
9176,2049-08-31,28,29,44,33,9,2,10,4,8,1
9177,2049-09-01,40,18,47,47,19,35,33,46,9,1
9178,2049-09-02,22,49,6,46,43,26,10,36,4,1
9179,2049-09-03,2,18,46,16,19,32,23,14,48,1
9180,2049-09-04,39,44,5,17,16,38,7,48,17,1
9181,2049-09-05,49,1,6,18,27,8,20,36,10,1
9182,2049-09-06,43,35,11,41,27,44,10,22,41,1
9183,2049-09-07,2,24,17,49,4,15,46,45,2,1
9184,2049-09-08,14,23,20,43,39,24,45,21,32,1
9185,2049-09-09,13,34,32,21,17,28,47,28,42,1
9186,2049-09-10,35,4,5,17,30,11,3,24,27,1
9187,2049-09-11,26,3,2,1,16,32,27,39,49,1
9188,2049-09-12,40,4,8,29,7,50,40,27,21,1
9189,2049-09-13,8,40,31,1,28,33,14,22,1,1
9190,2049-09-14,3,37,27,38,30,15,18,8,18,1
9191,2049-09-15,36,2,45,47,6,13,3,30,28,1
9192,2049-09-16,43,4,40,31,35,13,50,50,20,1
9193,2049-09-17,20,29,15,42,10,48,50,2,46,1
9194,2049-09-18,24,47,30,13,2,28,36,27,25,1
9195,2049-09-19,18,38,42,17,27,48,32,3,22,1
9196,2049-09-20,9,39,43,44,22,5,20,27,10,1
9197,2049-09-21,18,28,27,48,29,46,14,48,12,1
9198,2049-09-22,50,23,41,44,2,30,37,25,50,1
9199,2049-09-23,20,28,32,7,42,36,12,39,32,1
9200,2049-09-24,33,17,8,46,15,47,23,10,34,1
9201,2049-09-25,41,25,25,28,18,49,13,23,39,1
9202,2049-09-26,9,1,30,40,36,35,22,36,26,1
9203,2049-09-27,10,48,19,47,10,37,46,14,46,1
9204,2049-09-28,22,40,35,30,9,2,10,44,8,1
9205,2049-09-29,46,21,37,48,25,25,13,33,37,1
9206,2049-09-30,41,19,3,47,28,5,36,44,50,1
9207,2049-10-01,10,27,9,30,3,6,6,7,14,1
9208,2049-10-02,36,42,46,32,31,28,42,22,10,1
9209,2049-10-03,13,10,11,45,6,16,37,9,24,1
9210,2049-10-04,39,29,11,47,10,47,19,9,49,1
9211,2049-10-05,16,32,20,2,28,47,13,49,44,1
9212,2049-10-06,29,36,7,30,20,34,20,45,17,1
9213,2049-10-07,14,35,20,25,33,5,35,21,5,1
9214,2049-10-08,21,43,38,13,46,11,32,17,44,1
9215,2049-10-09,40,7,29,37,6,3,46,5,3,1
9216,2049-10-10,31,21,43,6,34,38,22,28,30,1
9217,2049-10-11,35,50,40,46,43,9,49,38,41,1
9218,2049-10-12,8,40,35,4,35,16,6,34,31,1
9219,2049-10-13,15,36,24,19,17,26,37,20,43,1
9220,2049-10-14,46,18,35,20,5,49,6,17,15,1
9221,2049-10-15,21,9,35,13,2,40,21,18,8,1
9222,2049-10-16,14,48,2,4,49,36,15,10,6,1
9223,2049-10-17,33,9,45,27,18,35,31,8,17,1
9224,2049-10-18,40,8,30,30,47,45,27,7,37,1
9225,2049-10-19,20,44,36,20,14,50,22,31,36,1
9226,2049-10-20,5,46,19,17,22,28,50,12,24,1
9227,2049-10-21,40,45,21,4,45,18,19,42,20,1
9228,2049-10-22,3,5,18,8,43,11,26,25,11,1
9229,2049-10-23,5,37,33,11,39,34,9,49,9,1
9230,2049-10-24,45,39,4,45,14,33,46,12,8,1
9231,2049-10-25,42,3,26,35,32,4,38,42,13,1
9232,2049-10-26,10,39,31,7,24,44,6,21,31,1
9233,2049-10-27,30,15,14,16,44,26,12,23,5,1
9234,2049-10-28,44,9,28,41,40,29,49,12,45,1
