id,tgl_pencatatan,jenis_mitra_penerima,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
7489,2045-01-17,14,3,22,42,28,6,4,28,23,1
7490,2045-01-18,49,12,45,11,6,9,29,9,18,1
7491,2045-01-19,3,42,47,44,46,38,4,39,7,1
7492,2045-01-20,14,5,10,17,37,37,31,18,12,1
7493,2045-01-21,48,2,20,36,38,30,35,38,17,1
7494,2045-01-22,11,18,12,2,32,19,5,31,17,1
7495,2045-01-23,50,31,15,40,43,7,43,48,50,1
7496,2045-01-24,36,17,33,42,14,49,36,49,46,1
7497,2045-01-25,43,11,5,30,10,3,47,45,8,1
7498,2045-01-26,6,3,39,9,29,27,17,34,40,1
7499,2045-01-27,19,7,37,26,10,11,22,27,49,1
7500,2045-01-28,21,48,43,6,1,12,46,13,3,1
7501,2045-01-29,39,46,29,23,22,33,38,1,35,1
7502,2045-01-30,30,23,15,37,14,33,12,4,46,1
7503,2045-01-31,42,32,17,25,43,38,6,31,15,1
7504,2045-02-01,38,36,12,24,38,39,14,45,46,1
7505,2045-02-02,46,15,4,17,26,6,36,27,19,1
7506,2045-02-03,6,27,33,23,30,16,45,10,29,1
7507,2045-02-04,41,47,11,22,19,19,41,42,3,1
7508,2045-02-05,17,1,2,50,44,49,50,49,46,1
7509,2045-02-06,20,22,1,47,10,45,28,18,18,1
7510,2045-02-07,39,26,48,35,8,23,44,44,24,1
7511,2045-02-08,42,8,7,9,15,31,9,9,41,1
7512,2045-02-09,42,6,6,48,36,49,49,28,33,1
7513,2045-02-10,25,34,44,37,16,7,31,15,22,1
7514,2045-02-11,32,34,17,18,4,26,7,23,38,1
7515,2045-02-12,16,18,32,10,45,47,35,29,11,1
7516,2045-02-13,23,4,30,46,27,26,31,27,21,1
7517,2045-02-14,17,29,13,22,36,35,5,45,49,1
7518,2045-02-15,31,10,7,26,26,18,5,11,36,1
7519,2045-02-16,7,42,50,6,50,21,34,23,50,1
7520,2045-02-17,12,29,12,24,47,44,41,49,48,1
7521,2045-02-18,43,48,45,22,36,11,26,17,43,1
7522,2045-02-19,33,8,48,35,30,26,34,40,50,1
7523,2045-02-20,38,40,4,10,45,35,40,35,46,1
7524,2045-02-21,44,2,30,44,43,32,18,13,9,1
7525,2045-02-22,37,4,45,3,27,38,29,35,22,1
7526,2045-02-23,28,26,7,32,14,27,2,6,29,1
7527,2045-02-24,25,47,28,36,37,13,4,16,21,1
7528,2045-02-25,46,32,44,23,6,1,28,50,37,1
7529,2045-02-26,46,12,22,37,36,8,9,8,31,1
7530,2045-02-27,34,50,37,11,43,8,19,6,46,1
7531,2045-02-28,14,4,13,39,14,43,17,14,34,1
7532,2045-03-01,15,26,27,4,17,29,50,17,21,1
7533,2045-03-02,38,17,42,40,24,2,32,37,21,1
7534,2045-03-03,4,29,36,7,44,46,21,42,33,1
7535,2045-03-04,47,15,12,6,12,45,18,35,45,1
7536,2045-03-05,9,40,2,15,1,14,49,12,46,1
7537,2045-03-06,15,3,43,8,13,37,46,22,31,1
7538,2045-03-07,40,22,31,26,22,6,34,18,32,1
7539,2045-03-08,47,25,16,3,19,23,24,7,16,1
7540,2045-03-09,43,5,44,11,44,40,36,41,49,1
7541,2045-03-10,35,7,34,3,19,39,26,42,6,1
7542,2045-03-11,19,38,1,2,13,13,8,31,35,1
7543,2045-03-12,13,33,20,46,2,31,46,14,31,1
7544,2045-03-13,3,43,23,1,28,19,11,27,50,1
7545,2045-03-14,48,1,11,27,28,23,36,20,17,1
7546,2045-03-15,2,42,40,49,20,26,6,40,49,1
7547,2045-03-16,6,10,39,35,46,5,31,41,43,1
7548,2045-03-17,25,38,24,42,10,12,3,17,39,1
7549,2045-03-18,36,32,10,42,40,22,43,23,26,1
7550,2045-03-19,4,19,11,40,50,19,2,13,10,1
7551,2045-03-20,28,17,22,18,29,18,19,23,27,1
7552,2045-03-21,49,39,36,7,33,29,3,2,11,1
7553,2045-03-22,8,24,22,1,27,24,20,49,43,1
7554,2045-03-23,28,33,6,11,38,14,10,30,39,1
7555,2045-03-24,44,8,23,23,1,8,32,39,15,1
7556,2045-03-25,49,26,1,15,17,25,8,17,13,1
7557,2045-03-26,16,36,47,2,9,26,6,44,31,1
7558,2045-03-27,48,31,43,28,42,1,21,17,35,1
7559,2045-03-28,3,13,45,7,10,32,3,24,5,1
7560,2045-03-29,15,40,45,18,33,2,32,20,46,1
7561,2045-03-30,39,18,12,23,22,26,25,8,43,1
7562,2045-03-31,23,28,47,36,18,26,30,11,33,1
7563,2045-04-01,1,45,44,37,19,34,16,35,28,1
7564,2045-04-02,50,7,49,47,14,6,41,12,37,1
7565,2045-04-03,48,26,40,7,21,31,49,46,38,1
7566,2045-04-04,13,45,7,14,42,47,28,44,47,1
7567,2045-04-05,18,44,44,37,16,36,47,4,2,1
7568,2045-04-06,45,9,35,7,32,9,30,4,6,1
7569,2045-04-07,3,10,31,31,19,5,14,44,45,1
7570,2045-04-08,21,16,37,38,12,44,49,11,5,1
7571,2045-04-09,25,43,39,34,42,40,21,9,41,1
7572,2045-04-10,8,42,33,37,33,49,45,42,15,1
7573,2045-04-11,7,16,45,39,49,43,5,25,29,1
7574,2045-04-12,15,45,38,29,1,3,3,19,19,1
7575,2045-04-13,6,41,31,27,1,9,28,36,6,1
7576,2045-04-14,19,23,10,46,42,11,7,22,47,1
7577,2045-04-15,15,19,28,13,31,47,48,23,25,1
7578,2045-04-16,40,26,14,22,9,7,12,23,37,1
7579,2045-04-17,30,11,45,25,21,3,35,4,41,1
7580,2045-04-18,48,29,25,15,40,13,26,44,31,1
7581,2045-04-19,38,46,1,16,49,12,4,44,35,1
7582,2045-04-20,38,22,42,8,32,10,31,5,40,1
7583,2045-04-21,44,24,36,6,6,33,46,6,6,1
7584,2045-04-22,6,13,44,7,21,25,18,49,9,1
7585,2045-04-23,15,12,1,1,4,2,2,47,8,1
7586,2045-04-24,42,7,44,36,28,14,1,29,14,1
7587,2045-04-25,41,11,37,22,1,35,4,9,13,1
7588,2045-04-26,15,14,28,5,40,22,37,4,18,1
7589,2045-04-27,40,41,40,44,12,35,26,6,23,1
7590,2045-04-28,15,16,12,43,34,16,24,27,1,1
7591,2045-04-29,38,46,36,9,17,30,13,20,9,1
7592,2045-04-30,15,33,43,38,46,5,44,6,10,1
7593,2045-05-01,44,32,32,27,9,6,36,28,4,1
7594,2045-05-02,36,29,50,29,45,34,4,19,36,1
7595,2045-05-03,29,14,10,46,27,24,45,12,36,1
7596,2045-05-04,38,42,31,3,13,35,10,19,31,1
7597,2045-05-05,22,17,37,43,34,6,36,24,20,1
7598,2045-05-06,39,40,11,49,12,19,41,45,30,1
7599,2045-05-07,46,46,49,35,31,41,12,15,30,1
7600,2045-05-08,27,17,50,4,14,25,8,38,11,1
7601,2045-05-09,5,22,50,5,20,15,27,31,22,1
7602,2045-05-10,25,46,6,38,34,12,25,38,23,1
7603,2045-05-11,9,8,20,20,39,5,43,50,18,1
7604,2045-05-12,37,20,10,16,47,12,1,3,25,1
7605,2045-05-13,3,19,22,29,8,39,28,45,8,1
7606,2045-05-14,3,37,15,18,4,4,27,18,33,1
7607,2045-05-15,45,1,40,31,47,7,25,44,47,1
7608,2045-05-16,4,9,27,30,21,18,50,49,8,1
7609,2045-05-17,46,15,36,32,36,14,30,37,43,1
7610,2045-05-18,37,23,33,38,6,5,8,3,8,1
7611,2045-05-19,17,11,39,17,5,10,41,42,10,1
7612,2045-05-20,21,9,42,17,42,36,40,4,27,1
7613,2045-05-21,49,2,19,46,9,34,24,27,41,1
7614,2045-05-22,9,37,29,31,37,24,15,2,46,1
7615,2045-05-23,33,25,32,20,32,18,27,35,19,1
7616,2045-05-24,1,35,12,28,2,31,1,11,36,1
7617,2045-05-25,31,38,30,43,26,2,41,1,27,1
7618,2045-05-26,26,13,30,5,2,21,8,29,37,1
7619,2045-05-27,19,39,24,18,40,39,49,18,4,1
7620,2045-05-28,38,41,43,8,29,50,44,23,43,1
7621,2045-05-29,2,4,2,11,41,44,1,24,48,1
7622,2045-05-30,18,18,3,42,23,16,47,30,4,1
7623,2045-05-31,16,18,36,35,14,38,8,20,8,1
7624,2045-06-01,29,44,2,13,28,27,24,7,20,1
7625,2045-06-02,10,37,41,48,13,35,3,4,29,1
7626,2045-06-03,1,42,11,3,49,7,27,35,16,1
7627,2045-06-04,25,14,36,19,26,17,31,8,20,1
7628,2045-06-05,9,9,11,26,35,21,25,18,32,1
7629,2045-06-06,39,30,45,39,34,36,50,44,2,1
7630,2045-06-07,4,34,33,49,24,36,37,14,31,1
7631,2045-06-08,40,34,17,19,20,11,32,49,1,1
7632,2045-06-09,15,38,42,22,31,21,46,15,3,1
7633,2045-06-10,46,26,19,22,47,29,9,2,17,1
7634,2045-06-11,7,16,12,18,1,16,31,23,14,1
7635,2045-06-12,46,21,20,26,31,12,40,48,36,1
7636,2045-06-13,34,28,42,1,8,15,48,23,11,1
7637,2045-06-14,4,48,28,2,23,50,19,7,9,1
7638,2045-06-15,24,8,16,39,3,39,50,4,46,1
7639,2045-06-16,49,3,30,7,26,31,48,49,24,1
7640,2045-06-17,24,18,16,43,12,8,32,39,15,1
7641,2045-06-18,43,32,39,23,3,9,25,8,6,1
7642,2045-06-19,48,46,9,21,42,35,45,40,25,1
7643,2045-06-20,47,9,27,4,33,9,5,11,41,1
7644,2045-06-21,34,27,14,6,13,33,8,36,50,1
7645,2045-06-22,9,30,33,38,16,16,20,4,41,1
7646,2045-06-23,25,32,8,36,35,19,34,42,42,1
7647,2045-06-24,7,7,11,44,14,8,28,16,10,1
7648,2045-06-25,49,26,36,32,14,47,39,34,10,1
7649,2045-06-26,23,6,33,39,38,6,1,38,39,1
7650,2045-06-27,45,32,28,5,25,25,1,40,17,1
7651,2045-06-28,2,1,39,4,44,49,36,30,24,1
7652,2045-06-29,38,43,3,14,2,10,38,26,35,1
7653,2045-06-30,28,12,49,9,37,12,9,4,1,1
7654,2045-07-01,30,32,37,22,44,1,37,9,30,1
7655,2045-07-02,17,47,19,28,49,8,50,30,42,1
7656,2045-07-03,2,3,2,30,11,38,19,14,27,1
7657,2045-07-04,43,34,47,7,28,28,15,2,11,1
7658,2045-07-05,14,42,15,12,36,20,8,33,23,1
7659,2045-07-06,39,19,40,41,32,6,15,9,33,1
7660,2045-07-07,42,21,34,23,14,8,13,18,20,1
7661,2045-07-08,13,1,10,37,7,25,50,39,35,1
7662,2045-07-09,24,12,18,16,40,13,23,31,24,1
7663,2045-07-10,37,5,6,41,21,43,50,9,13,1
7664,2045-07-11,26,13,22,15,25,26,33,16,35,1
7665,2045-07-12,50,4,43,9,46,11,45,2,16,1
7666,2045-07-13,30,30,18,12,18,19,26,43,26,1
7667,2045-07-14,9,30,38,26,45,8,7,35,6,1
7668,2045-07-15,41,33,36,49,36,9,22,43,4,1
7669,2045-07-16,48,19,44,11,15,13,35,48,6,1
7670,2045-07-17,34,29,3,42,29,48,47,32,47,1
7671,2045-07-18,25,21,12,26,3,50,8,1,36,1
7672,2045-07-19,3,9,2,3,30,45,37,10,21,1
7673,2045-07-20,21,3,22,5,18,9,45,35,37,1
7674,2045-07-21,7,49,34,45,19,21,41,14,9,1
7675,2045-07-22,47,27,21,46,19,24,27,3,30,1
7676,2045-07-23,21,43,42,34,14,41,4,40,24,1
7677,2045-07-24,19,1,7,7,45,4,1,16,42,1
7678,2045-07-25,5,41,39,40,42,38,23,6,45,1
7679,2045-07-26,18,43,40,33,39,45,4,10,5,1
7680,2045-07-27,31,9,5,47,43,1,3,46,37,1
7681,2045-07-28,10,38,16,30,10,24,6,38,50,1
7682,2045-07-29,26,25,1,43,7,12,2,31,24,1
7683,2045-07-30,4,49,11,15,41,16,19,31,1,1
7684,2045-07-31,17,35,47,44,49,27,4,9,41,1
7685,2045-08-01,50,24,33,3,20,46,7,21,10,1
7686,2045-08-02,35,32,30,48,4,13,38,18,47,1
7687,2045-08-03,32,1,29,38,43,49,47,5,11,1
7688,2045-08-04,40,2,20,34,14,36,5,12,42,1
7689,2045-08-05,46,14,27,12,24,33,24,8,41,1
7690,2045-08-06,23,21,32,46,37,15,29,50,22,1
7691,2045-08-07,13,7,23,26,14,45,26,48,28,1
7692,2045-08-08,24,39,3,27,1,13,48,33,13,1
7693,2045-08-09,37,23,19,9,2,24,18,5,27,1
7694,2045-08-10,30,35,7,33,4,40,25,37,47,1
7695,2045-08-11,22,18,5,29,31,43,10,27,26,1
7696,2045-08-12,7,41,28,37,34,40,25,16,50,1
7697,2045-08-13,50,29,34,5,19,22,38,25,39,1
7698,2045-08-14,2,16,21,17,2,4,48,40,50,1
7699,2045-08-15,25,17,17,43,13,31,24,20,50,1
7700,2045-08-16,6,31,26,50,40,3,4,2,36,1
7701,2045-08-17,46,49,35,31,15,46,1,39,21,1
7702,2045-08-18,17,16,9,13,39,15,48,42,6,1
7703,2045-08-19,1,26,45,27,32,38,49,39,46,1
7704,2045-08-20,39,29,24,12,33,50,9,10,13,1
7705,2045-08-21,39,25,29,32,17,49,37,17,28,1
7706,2045-08-22,43,4,47,27,24,16,41,25,45,1
7707,2045-08-23,8,21,23,34,12,3,11,46,17,1
7708,2045-08-24,43,36,16,37,8,8,1,14,46,1
7709,2045-08-25,12,33,47,48,17,30,14,50,25,1
7710,2045-08-26,44,35,21,40,49,37,25,7,12,1
7711,2045-08-27,20,34,6,47,14,34,17,42,30,1
7712,2045-08-28,49,16,30,8,22,19,19,50,20,1
7713,2045-08-29,31,25,47,47,34,6,20,22,18,1
7714,2045-08-30,18,2,22,2,39,28,28,25,33,1
7715,2045-08-31,37,6,22,5,1,31,2,9,29,1
7716,2045-09-01,29,39,41,10,1,20,2,22,17,1
7717,2045-09-02,4,5,1,38,3,43,32,45,27,1
7718,2045-09-03,48,42,45,23,13,14,47,28,12,1
7719,2045-09-04,13,46,45,17,27,17,17,35,2,1
7720,2045-09-05,12,39,45,45,44,22,30,6,8,1
7721,2045-09-06,10,7,27,2,19,42,19,17,31,1
7722,2045-09-07,31,18,22,24,8,33,26,1,25,1
7723,2045-09-08,44,50,27,50,24,20,32,49,3,1
7724,2045-09-09,24,17,16,5,27,11,43,14,6,1
7725,2045-09-10,15,18,9,12,23,30,44,1,45,1
7726,2045-09-11,38,43,49,28,8,26,36,23,16,1
7727,2045-09-12,35,48,34,17,27,6,32,50,42,1
7728,2045-09-13,8,46,39,45,42,26,2,31,40,1
7729,2045-09-14,9,3,44,7,42,11,37,9,15,1
7730,2045-09-15,28,50,35,13,17,11,30,45,39,1
7731,2045-09-16,22,31,21,42,23,14,4,7,19,1
7732,2045-09-17,25,44,46,20,8,44,36,23,20,1
7733,2045-09-18,32,50,24,20,43,5,45,5,16,1
7734,2045-09-19,50,10,47,9,23,22,28,31,2,1
7735,2045-09-20,3,1,36,38,28,10,39,47,25,1
7736,2045-09-21,29,26,20,27,43,11,13,25,27,1
7737,2045-09-22,17,11,1,11,33,20,19,12,40,1
7738,2045-09-23,15,28,7,32,47,27,35,11,35,1
7739,2045-09-24,12,39,15,27,10,29,41,45,32,1
7740,2045-09-25,49,27,32,16,50,29,34,6,5,1
7741,2045-09-26,10,23,42,17,4,2,13,11,14,1
7742,2045-09-27,27,42,45,5,26,37,38,16,34,1
7743,2045-09-28,46,5,45,6,4,15,15,40,24,1
7744,2045-09-29,43,6,44,4,33,22,37,37,32,1
7745,2045-09-30,46,49,34,36,22,19,10,4,1,1
7746,2045-10-01,19,49,36,32,38,10,42,49,4,1
7747,2045-10-02,30,37,43,10,5,24,25,6,10,1
7748,2045-10-03,14,47,49,25,5,28,23,12,34,1
7749,2045-10-04,42,43,31,7,15,27,22,45,27,1
7750,2045-10-05,17,16,36,30,12,25,14,31,16,1
7751,2045-10-06,2,31,50,39,8,36,41,21,35,1
7752,2045-10-07,7,36,49,31,34,34,7,27,19,1
7753,2045-10-08,34,10,45,9,28,1,30,8,21,1
7754,2045-10-09,23,33,38,8,31,27,37,27,34,1
7755,2045-10-10,16,3,21,21,9,41,48,42,4,1
7756,2045-10-11,9,16,42,30,35,34,37,38,45,1
7757,2045-10-12,7,31,50,36,40,21,19,46,42,1
7758,2045-10-13,6,4,33,7,29,36,26,20,26,1
7759,2045-10-14,15,19,45,50,44,44,28,38,4,1
7760,2045-10-15,41,2,12,49,33,38,35,21,38,1
7761,2045-10-16,19,34,3,6,43,10,33,45,48,1
7762,2045-10-17,28,2,25,26,32,47,23,30,7,1
7763,2045-10-18,47,39,46,36,32,5,18,43,37,1
7764,2045-10-19,24,45,11,38,40,24,16,16,42,1
7765,2045-10-20,45,26,50,42,15,9,37,26,8,1
7766,2045-10-21,38,45,24,8,4,10,2,49,32,1
7767,2045-10-22,42,13,16,37,37,31,35,33,44,1
7768,2045-10-23,4,15,25,48,25,19,16,12,19,1
7769,2045-10-24,38,19,34,35,28,45,24,12,20,1
7770,2045-10-25,48,8,38,35,20,16,12,22,39,1
7771,2045-10-26,23,45,34,43,22,41,50,20,12,1
7772,2045-10-27,25,8,32,32,35,4,24,38,44,1
7773,2045-10-28,29,18,46,15,38,34,40,50,18,1
7774,2045-10-29,42,43,17,45,44,17,5,33,37,1
7775,2045-10-30,38,48,31,30,40,46,38,18,21,1
7776,2045-10-31,47,33,6,40,34,42,49,32,14,1
7777,2045-11-01,28,44,2,41,44,7,5,18,2,1
7778,2045-11-02,29,48,19,12,32,10,43,1,36,1
7779,2045-11-03,50,48,24,35,8,33,43,21,25,1
7780,2045-11-04,20,6,40,43,1,26,10,2,17,1
7781,2045-11-05,27,43,13,12,25,9,15,23,17,1
7782,2045-11-06,3,5,37,43,29,47,40,22,1,1
7783,2045-11-07,9,41,24,44,50,9,22,14,30,1
7784,2045-11-08,12,5,47,6,21,12,9,39,40,1
7785,2045-11-09,9,31,43,6,7,1,43,42,48,1
7786,2045-11-10,33,13,13,17,29,20,22,19,25,1
7787,2045-11-11,15,16,19,4,44,20,19,1,42,1
7788,2045-11-12,31,4,8,25,50,50,46,14,4,1
7789,2045-11-13,13,18,31,8,24,17,47,45,3,1
7790,2045-11-14,30,28,35,5,23,39,48,9,2,1
7791,2045-11-15,32,13,42,22,23,8,49,42,32,1
7792,2045-11-16,39,48,12,34,4,12,15,23,22,1
7793,2045-11-17,45,43,41,35,6,50,14,34,1,1
7794,2045-11-18,9,9,30,1,27,24,17,40,12,1
7795,2045-11-19,20,16,36,11,45,12,27,49,45,1
7796,2045-11-20,24,48,44,34,35,45,9,13,33,1
7797,2045-11-21,31,15,27,4,44,41,6,23,26,1
7798,2045-11-22,33,48,37,19,6,34,31,19,12,1
7799,2045-11-23,46,14,47,50,2,6,36,21,11,1
7800,2045-11-24,31,46,4,26,28,10,28,23,36,1
7801,2045-11-25,39,49,2,49,23,24,35,7,28,1
7802,2045-11-26,43,23,28,17,50,43,7,8,30,1
7803,2045-11-27,23,11,49,24,7,38,42,35,36,1
7804,2045-11-28,22,26,36,17,37,26,16,42,41,1
7805,2045-11-29,38,3,32,29,31,28,36,15,43,1
7806,2045-11-30,50,26,28,21,24,26,19,8,25,1
7807,2045-12-01,39,1,33,23,12,16,20,42,12,1
7808,2045-12-02,29,25,43,3,27,34,2,46,14,1
7809,2045-12-03,21,28,28,38,50,35,26,50,1,1
7810,2045-12-04,42,49,13,39,6,9,16,23,2,1
7811,2045-12-05,42,35,5,48,9,23,12,32,26,1
7812,2045-12-06,2,40,2,30,22,9,26,20,32,1
7813,2045-12-07,13,24,14,4,10,15,34,45,17,1
7814,2045-12-08,31,5,38,17,41,19,19,30,11,1
7815,2045-12-09,25,13,47,17,3,36,44,40,1,1
7816,2045-12-10,33,11,9,44,30,8,1,24,46,1
7817,2045-12-11,7,24,22,48,17,33,27,49,50,1
7818,2045-12-12,5,28,21,13,47,32,22,1,6,1
7819,2045-12-13,39,6,41,21,18,36,2,48,48,1
7820,2045-12-14,48,27,24,45,34,47,12,28,30,1
7821,2045-12-15,45,2,40,40,42,44,31,40,15,1
7822,2045-12-16,11,2,2,4,30,4,45,31,11,1
7823,2045-12-17,7,32,28,8,32,46,37,29,43,1
7824,2045-12-18,4,4,47,4,32,6,15,14,29,1
7825,2045-12-19,9,43,24,50,33,16,2,18,32,1
7826,2045-12-20,4,8,34,12,13,3,17,50,36,1
7827,2045-12-21,25,32,7,37,8,24,19,3,45,1
7828,2045-12-22,46,4,15,18,16,34,49,1,7,1
7829,2045-12-23,46,19,3,33,15,43,35,30,14,1
7830,2045-12-24,19,31,17,42,12,16,13,43,36,1
7831,2045-12-25,12,23,43,12,12,22,7,46,33,1
7832,2045-12-26,47,15,12,8,31,33,19,36,18,1
7833,2045-12-27,36,10,35,1,4,22,45,9,21,1
7834,2045-12-28,40,5,2,4,34,36,22,29,49,1
7835,2045-12-29,2,43,2,27,11,37,29,5,19,1
7836,2045-12-30,42,18,20,45,28,41,32,14,29,1
7837,2045-12-31,43,34,42,32,43,43,22,32,41,1
7838,2046-01-01,3,1,22,30,1,34,16,20,36,1
7839,2046-01-02,23,15,16,7,35,11,33,34,9,1
7840,2046-01-03,37,16,46,11,4,38,23,1,32,1
7841,2046-01-04,4,50,36,18,26,39,14,4,10,1
7842,2046-01-05,11,41,46,2,32,44,45,35,32,1
7843,2046-01-06,30,45,20,12,2,24,48,24,28,1
7844,2046-01-07,2,1,27,37,21,37,2,29,12,1
7845,2046-01-08,40,7,48,37,45,1,22,11,17,1
7846,2046-01-09,29,33,24,50,12,4,43,9,13,1
7847,2046-01-10,26,8,3,50,43,12,19,36,47,1
7848,2046-01-11,14,6,40,23,3,48,10,5,29,1
7849,2046-01-12,7,27,42,35,49,44,20,14,37,1
7850,2046-01-13,22,13,27,12,10,8,5,20,15,1
7851,2046-01-14,10,4,35,40,35,35,27,9,47,1
7852,2046-01-15,50,21,16,46,41,34,10,33,45,1
7853,2046-01-16,10,32,9,38,21,14,17,32,37,1
7854,2046-01-17,39,18,50,49,33,3,18,21,29,1
7855,2046-01-18,41,22,15,2,24,31,10,27,7,1
7856,2046-01-19,34,36,39,10,24,50,40,4,33,1
7857,2046-01-20,19,44,44,10,29,36,21,46,10,1
7858,2046-01-21,18,23,3,21,8,40,29,20,7,1
7859,2046-01-22,2,23,1,49,35,9,35,27,27,1
7860,2046-01-23,28,30,41,43,45,1,35,47,40,1
7861,2046-01-24,40,22,35,42,13,48,2,22,38,1
7862,2046-01-25,3,35,27,3,24,16,14,25,46,1
7863,2046-01-26,35,46,48,2,25,13,24,9,44,1
7864,2046-01-27,12,29,34,49,37,29,40,25,49,1
7865,2046-01-28,24,32,4,15,1,13,24,28,32,1
7866,2046-01-29,42,15,37,13,34,34,10,14,14,1
7867,2046-01-30,28,34,1,10,31,40,20,5,28,1
7868,2046-01-31,42,24,7,47,16,24,1,12,27,1
7869,2046-02-01,34,41,22,19,21,27,37,16,27,1
7870,2046-02-02,25,5,44,39,43,28,3,10,45,1
7871,2046-02-03,11,32,16,32,8,15,41,20,44,1
7872,2046-02-04,29,49,5,35,22,19,39,22,29,1
7873,2046-02-05,31,45,8,45,3,19,6,14,10,1
7874,2046-02-06,32,36,33,13,36,5,36,15,17,1
7875,2046-02-07,6,24,36,39,33,48,14,44,18,1
7876,2046-02-08,29,46,38,4,15,24,33,26,29,1
7877,2046-02-09,46,31,31,25,11,33,32,36,38,1
7878,2046-02-10,29,16,47,13,30,14,2,19,38,1
7879,2046-02-11,10,24,20,2,21,44,9,20,35,1
7880,2046-02-12,34,9,46,21,22,19,45,26,9,1
7881,2046-02-13,34,39,33,25,41,5,28,3,29,1
7882,2046-02-14,32,12,42,34,15,20,15,9,21,1
7883,2046-02-15,42,40,14,24,31,44,35,40,3,1
7884,2046-02-16,8,43,48,50,43,16,50,41,8,1
7885,2046-02-17,46,37,49,14,9,34,7,24,3,1
7886,2046-02-18,46,48,16,40,35,29,19,36,3,1
7887,2046-02-19,30,31,18,36,34,35,44,26,21,1
7888,2046-02-20,49,40,44,18,34,12,17,7,47,1
7889,2046-02-21,3,22,33,42,1,40,22,49,17,1
7890,2046-02-22,43,36,42,49,23,8,4,12,40,1
7891,2046-02-23,49,29,5,6,36,19,12,45,20,1
7892,2046-02-24,18,50,23,14,35,6,30,3,5,1
7893,2046-02-25,43,39,7,3,17,41,19,20,36,1
7894,2046-02-26,13,18,5,32,16,22,7,36,49,1
7895,2046-02-27,3,18,33,28,43,38,24,41,6,1
7896,2046-02-28,18,45,47,20,2,41,11,37,42,1
7897,2046-03-01,13,6,30,17,39,15,45,33,13,1
7898,2046-03-02,23,44,44,25,12,30,22,5,36,1
7899,2046-03-03,9,46,27,50,30,12,13,4,20,1
7900,2046-03-04,12,42,46,31,37,22,1,21,26,1
7901,2046-03-05,16,40,33,42,33,22,35,44,25,1
7902,2046-03-06,41,13,33,11,16,36,18,9,46,1
7903,2046-03-07,21,34,19,25,23,23,4,32,21,1
7904,2046-03-08,10,46,6,2,4,40,27,46,41,1
7905,2046-03-09,1,8,49,14,32,30,22,43,21,1
7906,2046-03-10,12,14,1,16,10,34,9,11,11,1
7907,2046-03-11,34,49,4,7,22,43,6,50,1,1
7908,2046-03-12,9,34,24,12,14,29,26,23,43,1
7909,2046-03-13,8,14,5,33,29,25,37,37,30,1
7910,2046-03-14,9,22,15,41,6,34,21,49,43,1
7911,2046-03-15,39,5,23,1,11,22,50,29,9,1
7912,2046-03-16,2,49,33,10,5,17,21,15,12,1
7913,2046-03-17,16,39,3,32,48,1,24,11,20,1
7914,2046-03-18,39,35,20,47,14,38,43,25,33,1
7915,2046-03-19,6,30,10,2,8,21,48,15,40,1
7916,2046-03-20,4,31,16,23,41,8,45,47,23,1
7917,2046-03-21,12,50,24,31,13,47,27,20,38,1
7918,2046-03-22,30,46,49,40,31,32,10,32,24,1
7919,2046-03-23,39,50,30,17,46,3,29,46,31,1
7920,2046-03-24,29,17,30,49,34,16,12,19,2,1
7921,2046-03-25,43,20,9,13,7,9,31,24,13,1
7922,2046-03-26,10,37,22,2,1,29,4,17,48,1
7923,2046-03-27,32,20,13,4,36,36,15,34,12,1
7924,2046-03-28,41,25,30,12,33,33,11,26,6,1
7925,2046-03-29,46,24,24,8,31,43,45,39,28,1
7926,2046-03-30,14,37,48,23,50,43,26,37,8,1
7927,2046-03-31,36,19,25,28,13,28,42,4,18,1
7928,2046-04-01,19,27,50,43,31,10,17,29,9,1
7929,2046-04-02,3,42,45,32,14,13,16,24,10,1
7930,2046-04-03,34,27,14,32,9,39,38,2,49,1
7931,2046-04-04,47,46,28,31,20,44,49,32,41,1
7932,2046-04-05,50,14,26,33,32,9,44,37,10,1
7933,2046-04-06,14,13,21,38,19,19,24,39,14,1
7934,2046-04-07,21,40,12,48,47,34,12,47,23,1
7935,2046-04-08,13,30,8,28,40,24,23,48,34,1
7936,2046-04-09,14,14,39,36,26,28,28,38,26,1
7937,2046-04-10,37,4,31,15,11,42,49,38,48,1
7938,2046-04-11,46,30,20,4,3,31,27,31,42,1
7939,2046-04-12,32,8,21,14,45,21,39,40,5,1
7940,2046-04-13,40,8,21,36,50,39,29,43,30,1
7941,2046-04-14,31,8,5,26,8,32,17,20,18,1
7942,2046-04-15,38,36,3,39,7,44,48,14,3,1
7943,2046-04-16,13,6,47,10,36,1,49,20,26,1
7944,2046-04-17,29,18,50,25,4,40,23,35,9,1
7945,2046-04-18,38,29,45,47,10,47,5,27,27,1
7946,2046-04-19,2,33,22,28,32,33,40,16,21,1
7947,2046-04-20,19,28,4,44,26,27,15,44,48,1
7948,2046-04-21,19,12,45,36,28,20,47,28,32,1
7949,2046-04-22,39,16,40,26,15,19,50,46,50,1
7950,2046-04-23,1,1,35,48,3,28,42,46,17,1
